07003,Bloomfield,New Jersey ,ESSEX,34,013,NJ 
08075,Riverside,New Jersey ,BURLINGTON,34,005,NJ 
08075,Riverside,New Jersey ,BURLINGTON,34,005,NJ 
08077,Riverton,New Jersey ,BURLINGTON,34,005,NJ 
08079,Salem,New Jersey ,SALEM,34,033,NJ 
08080,Sewell,New Jersey ,GLOUCESTER,34,015,NJ 
08085,Swedesboro,New Jersey ,GLOUCESTER,34,015,NJ 
08083,Somerdale,New Jersey ,CAMDEN,34,007,NJ 
08084,Stratford,New Jersey ,CAMDEN,34,007,NJ 
08087,Tuckerton,New Jersey ,OCEAN,34,029,NJ 
08081,Sicklerville,New Jersey ,CAMDEN,34,007,NJ 
08086,Thorofare,New Jersey ,GLOUCESTER,34,015,NJ 
08087,Tuckerton,New Jersey ,OCEAN,34,029,NJ 
08088,Vincentown,New Jersey ,BURLINGTON,34,005,NJ 
08088,Vincentown,New Jersey ,BURLINGTON,34,005,NJ 
08089,Waterford Works,New Jersey ,CAMDEN,34,007,NJ 
08088,Vincentown,New Jersey ,BURLINGTON,34,005,NJ 
08091,West Berlin,New Jersey ,CAMDEN,34,007,NJ 
08090,Wenonah,New Jersey ,GLOUCESTER,34,015,NJ 
08088,Vincentown,New Jersey ,BURLINGTON,34,005,NJ 
08092,West Creek,New Jersey ,OCEAN,34,029,NJ 
08093,Westville,New Jersey ,GLOUCESTER,34,015,NJ 
08094,Williamstown,New Jersey ,GLOUCESTER,34,015,NJ 
08096,Woodbury,New Jersey ,GLOUCESTER,34,015,NJ 
08095,Winslow,New Jersey ,CAMDEN,34,007,NJ 
08096,Woodbury,New Jersey ,GLOUCESTER,34,015,NJ 
08098,Woodstown,New Jersey ,SALEM,34,033,NJ 
08097,Woodbury Heights,New Jersey ,GLOUCESTER,34,015,NJ 
08101,Camden,New Jersey ,CAMDEN,34,007,NJ 
08099,Bellmawr,New Jersey ,CAMDEN,34,007,NJ 
08102,Camden,New Jersey ,CAMDEN,34,007,NJ 
08103,Camden,New Jersey ,CAMDEN,34,007,NJ 
08107,Oaklyn,New Jersey ,CAMDEN,34,007,NJ 
08106,Audubon,New Jersey ,CAMDEN,34,007,NJ 
08108,Collingswood,New Jersey ,CAMDEN,34,007,NJ 
08104,Camden,New Jersey ,CAMDEN,34,007,NJ 
08109,Merchantville,New Jersey ,CAMDEN,34,007,NJ 
08105,Camden,New Jersey ,CAMDEN,34,007,NJ 
08110,Pennsauken,New Jersey ,CAMDEN,34,007,NJ 
08201,Absecon,New Jersey ,ATLANTIC,34,001,NJ 
08202,Avalon,New Jersey ,CAPE MAY,34,009,NJ 
08213,Cologne,New Jersey ,ATLANTIC,34,001,NJ 
08204,Cape May,New Jersey ,CAPE MAY,34,009,NJ 
08212,Cape May Point,New Jersey ,CAPE MAY,34,009,NJ 
08210,Cape May Court House,New Jersey ,CAPE MAY,34,009,NJ 
08203,Brigantine,New Jersey ,ATLANTIC,34,001,NJ 
08205,Absecon,New Jersey ,ATLANTIC,34,001,NJ 
08214,Dennisville,New Jersey ,CAPE MAY,34,009,NJ 
08215,Egg Harbor City,New Jersey ,ATLANTIC,34,001,NJ 
08218,Goshen,New Jersey ,CAPE MAY,34,009,NJ 
08221,Linwood,New Jersey ,ATLANTIC,34,001,NJ 
08223,Marmora,New Jersey ,CAPE MAY,34,009,NJ 
08220,Leeds Point,New Jersey ,ATLANTIC,34,001,NJ 
08219,Green Creek,New Jersey ,CAPE MAY,34,009,NJ 
08217,Elwood,New Jersey ,ATLANTIC,34,001,NJ 
08225,Northfield,New Jersey ,ATLANTIC,34,001,NJ 
08226,Ocean City,New Jersey ,CAPE MAY,34,009,NJ 
08234,Egg Harbor Township,New Jersey ,ATLANTIC,34,001,NJ 
08230,Ocean View,New Jersey ,CAPE MAY,34,009,NJ 
08232,Pleasantville,New Jersey ,ATLANTIC,34,001,NJ 
08224,New Gretna,New Jersey ,BURLINGTON,34,005,NJ 
08231,Oceanville,New Jersey ,ATLANTIC,34,001,NJ 
08240,Pomona,New Jersey ,ATLANTIC,34,001,NJ 
08241,Port Republic,New Jersey ,ATLANTIC,34,001,NJ 
08245,South Dennis,New Jersey ,CAPE MAY,34,009,NJ 
08246,South Seaville,New Jersey ,CAPE MAY,34,009,NJ 
08242,Rio Grande,New Jersey ,CAPE MAY,34,009,NJ 
08244,Somers Point,New Jersey ,ATLANTIC,34,001,NJ 
08247,Stone Harbor,New Jersey ,CAPE MAY,34,009,NJ 
08248,Strathmere,New Jersey ,CAPE MAY,34,009,NJ 
08243,Sea Isle City,New Jersey ,CAPE MAY,34,009,NJ 
08250,Tuckahoe,New Jersey ,CAPE MAY,34,009,NJ 
08251,Villas,New Jersey ,CAPE MAY,34,009,NJ 
08252,Whitesboro,New Jersey ,CAPE MAY,34,009,NJ 
08302,Bridgeton,New Jersey ,CUMBERLAND,34,011,NJ 
08310,Buena,New Jersey ,ATLANTIC,34,001,NJ 
08311,Cedarville,New Jersey ,CUMBERLAND,34,011,NJ 
08260,Wildwood,New Jersey ,CAPE MAY,34,009,NJ 
08270,Woodbine,New Jersey ,CAPE MAY,34,009,NJ 
08312,Clayton,New Jersey ,GLOUCESTER,34,015,NJ 
08313,Deerfield Street,New Jersey ,CUMBERLAND,34,011,NJ 
08315,Dividing Creek,New Jersey ,CUMBERLAND,34,011,NJ 
08316,Dorchester,New Jersey ,CUMBERLAND,34,011,NJ 
08317,Dorothy,New Jersey ,ATLANTIC,34,001,NJ 
08314,Delmont,New Jersey ,CUMBERLAND,34,011,NJ 
08318,Elmer,New Jersey ,SALEM,34,033,NJ 
08319,Estell Manor,New Jersey ,ATLANTIC,34,001,NJ 
08320,Fairton,New Jersey ,CUMBERLAND,34,011,NJ 
08321,Fortescue,New Jersey ,CUMBERLAND,34,011,NJ 
08326,Landisville,New Jersey ,ATLANTIC,34,001,NJ 
08327,Leesburg,New Jersey ,CUMBERLAND,34,011,NJ 
08329,Mauricetown,New Jersey ,CUMBERLAND,34,011,NJ 
08323,Greenwich,New Jersey ,CUMBERLAND,34,011,NJ 
08322,Franklinville,New Jersey ,GLOUCESTER,34,015,NJ 
08324,Heislerville,New Jersey ,CUMBERLAND,34,011,NJ 
08328,Malaga,New Jersey ,GLOUCESTER,34,015,NJ 
08330,Mays Landing,New Jersey ,ATLANTIC,34,001,NJ 
08332,Millville,New Jersey ,CUMBERLAND,34,011,NJ 
08342,Mizpah,New Jersey ,ATLANTIC,34,001,NJ 
08343,Monroeville,New Jersey ,SALEM,34,033,NJ 
08340,Milmay,New Jersey ,ATLANTIC,34,001,NJ 
08341,Minotola,New Jersey ,ATLANTIC,34,001,NJ 
08344,Newfield,New Jersey ,GLOUCESTER,34,015,NJ 
08345,Newport,New Jersey ,CUMBERLAND,34,011,NJ 
08346,Newtonville,New Jersey ,ATLANTIC,34,001,NJ 
08347,Norma,New Jersey ,SALEM,34,033,NJ 
08348,Port Elizabeth,New Jersey ,CUMBERLAND,34,011,NJ 
08349,Port Norris,New Jersey ,CUMBERLAND,34,011,NJ 
08353,Shiloh,New Jersey ,CUMBERLAND,34,011,NJ 
08360,Vineland,New Jersey ,CUMBERLAND,34,011,NJ 
08352,Rosenhayn,New Jersey ,CUMBERLAND,34,011,NJ 
08350,Richland,New Jersey ,ATLANTIC,34,001,NJ 
08361,Vineland,New Jersey ,CUMBERLAND,34,011,NJ 
08362,Vineland,New Jersey ,CUMBERLAND,34,011,NJ 
08401,Atlantic City,New Jersey ,ATLANTIC,34,001,NJ 
08402,Margate City,New Jersey ,ATLANTIC,34,001,NJ 
08406,Ventnor City,New Jersey ,ATLANTIC,34,001,NJ 
08404,Atlantic City,New Jersey ,ATLANTIC,34,001,NJ 
08405,Atlantic City,New Jersey ,ATLANTIC,34,001,NJ 
08403,Longport,New Jersey ,ATLANTIC,34,001,NJ 
08501,Allentown,New Jersey ,MONMOUTH,34,025,NJ 
08502,Belle Mead,New Jersey ,SOMERSET,34,035,NJ 
08504,Blawenburg,New Jersey ,SOMERSET,34,035,NJ 
08505,Bordentown,New Jersey ,BURLINGTON,34,005,NJ 
08514,Cream Ridge,New Jersey ,MONMOUTH,34,025,NJ 
08510,Millstone Township,New Jersey ,MONMOUTH,34,025,NJ 
08511,Cookstown,New Jersey ,BURLINGTON,34,005,NJ 
08512,Cranbury,New Jersey ,MIDDLESEX,34,023,NJ 
08515,Chesterfield,New Jersey ,BURLINGTON,34,005,NJ 
08518,Florence,New Jersey ,BURLINGTON,34,005,NJ 
08520,Hightstown,New Jersey ,MERCER,34,021,NJ 
08526,Imlaystown,New Jersey ,MONMOUTH,34,025,NJ 
08528,Kingston,New Jersey ,SOMERSET,34,035,NJ 
08525,Hopewell,New Jersey ,MERCER,34,021,NJ 
08530,Lambertville,New Jersey ,HUNTERDON,34,019,NJ 
08527,Jackson,New Jersey ,OCEAN,34,029,NJ 
08533,New Egypt,New Jersey ,OCEAN,34,029,NJ 
08534,Pennington,New Jersey ,MERCER,34,021,NJ 
08535,Millstone Township,New Jersey ,MONMOUTH,34,025,NJ 
08541,Princeton,New Jersey ,MERCER,34,021,NJ 
08542,Princeton,New Jersey ,MERCER,34,021,NJ 
08540,Princeton,New Jersey ,MERCER,34,021,NJ 
08544,Princeton,New Jersey ,MERCER,34,021,NJ 
08543,Princeton,New Jersey ,MERCER,34,021,NJ 
08536,Plainsboro,New Jersey ,MIDDLESEX,34,023,NJ 
08550,Princeton Junction,New Jersey ,MERCER,34,021,NJ 
08551,Ringoes,New Jersey ,HUNTERDON,34,019,NJ 
08553,Rocky Hill,New Jersey ,SOMERSET,34,035,NJ 
08555,Roosevelt,New Jersey ,MONMOUTH,34,025,NJ 
08554,Roebling,New Jersey ,BURLINGTON,34,005,NJ 
08556,Rosemont,New Jersey ,HUNTERDON,34,019,NJ 
08558,Skillman,New Jersey ,SOMERSET,34,035,NJ 
08557,Sergeantsville,New Jersey ,HUNTERDON,34,019,NJ 
08559,Stockton,New Jersey ,HUNTERDON,34,019,NJ 
08560,Titusville,New Jersey ,MERCER,34,021,NJ 
08561,Windsor,New Jersey ,MERCER,34,021,NJ 
08603,Trenton,New Jersey ,MERCER,34,021,NJ 
08562,Wrightstown,New Jersey ,BURLINGTON,34,005,NJ 
08602,Trenton,New Jersey ,MERCER,34,021,NJ 
08601,Trenton,New Jersey ,MERCER,34,021,NJ 
08604,Trenton,New Jersey ,MERCER,34,021,NJ 
08605,Trenton,New Jersey ,MERCER,34,021,NJ 
08606,Trenton,New Jersey ,MERCER,34,021,NJ 
08607,Trenton,New Jersey ,MERCER,34,021,NJ 
08609,Trenton,New Jersey ,MERCER,34,021,NJ 
08619,Trenton,New Jersey ,MERCER,34,021,NJ 
08610,Trenton,New Jersey ,MERCER,34,021,NJ 
08608,Trenton,New Jersey ,MERCER,34,021,NJ 
08618,Trenton,New Jersey ,MERCER,34,021,NJ 
08611,Trenton,New Jersey ,MERCER,34,021,NJ 
08620,Trenton,New Jersey ,MERCER,34,021,NJ 
08625,Trenton,New Jersey ,MERCER,34,021,NJ 
08628,Trenton,New Jersey ,MERCER,34,021,NJ 
08645,Trenton,New Jersey ,MERCER,34,021,NJ 
08641,Joint Base Mdl,New Jersey ,BURLINGTON,34,005,NJ 
08638,Trenton,New Jersey ,MERCER,34,021,NJ 
08640,Joint Base Mdl,New Jersey ,BURLINGTON,34,005,NJ 
08629,Trenton,New Jersey ,MERCER,34,021,NJ 
08647,Trenton,New Jersey ,MERCER,34,021,NJ 
08646,Trenton,New Jersey ,MERCER,34,021,NJ 
08648,Lawrence Township,New Jersey ,MERCER,34,021,NJ 
08666,Trenton,New Jersey ,MERCER,34,021,NJ 
08691,Robbinsville,New Jersey ,MERCER,34,021,NJ 
08650,Trenton,New Jersey ,MERCER,34,021,NJ 
08720,Allenwood,New Jersey ,MONMOUTH,34,025,NJ 
08701,Lakewood,New Jersey ,OCEAN,34,029,NJ 
08721,Bayville,New Jersey ,OCEAN,34,029,NJ 
08695,Trenton,New Jersey ,MERCER,34,021,NJ 
08690,Trenton,New Jersey ,MERCER,34,021,NJ 
08723,Brick,New Jersey ,OCEAN,34,029,NJ 
08722,Beachwood,New Jersey ,OCEAN,34,029,NJ 
08730,Brielle,New Jersey ,MONMOUTH,34,025,NJ 
08724,Brick,New Jersey ,OCEAN,34,029,NJ 
08732,Island Heights,New Jersey ,OCEAN,34,029,NJ 
08734,Lanoka Harbor,New Jersey ,OCEAN,34,029,NJ 
08733,Lakehurst,New Jersey ,OCEAN,34,029,NJ 
08731,Forked River,New Jersey ,OCEAN,34,029,NJ 
08735,Lavallette,New Jersey ,OCEAN,34,029,NJ 
08736,Manasquan,New Jersey ,MONMOUTH,34,025,NJ 
08740,Ocean Gate,New Jersey ,OCEAN,34,029,NJ 
08741,Pine Beach,New Jersey ,OCEAN,34,029,NJ 
08739,Normandy Beach,New Jersey ,OCEAN,34,029,NJ 
08742,Point Pleasant Beach,New Jersey ,OCEAN,34,029,NJ 
08750,Sea Girt,New Jersey ,MONMOUTH,34,025,NJ 
08738,Mantoloking,New Jersey ,OCEAN,34,029,NJ 
08752,Seaside Park,New Jersey ,OCEAN,34,029,NJ 
08751,Seaside Heights,New Jersey ,OCEAN,34,029,NJ 
08753,Toms River,New Jersey ,OCEAN,34,029,NJ 
08754,Toms River,New Jersey ,OCEAN,34,029,NJ 
08755,Toms River,New Jersey ,OCEAN,34,029,NJ 
08756,Toms River,New Jersey ,OCEAN,34,029,NJ 
08759,Manchester Township,New Jersey ,OCEAN,34,029,NJ 
08758,Waretown,New Jersey ,OCEAN,34,029,NJ 
08757,Toms River,New Jersey ,OCEAN,34,029,NJ 
08801,Annandale,New Jersey ,HUNTERDON,34,019,NJ 
08802,Asbury,New Jersey ,HUNTERDON,34,019,NJ 
08807,Bridgewater,New Jersey ,SOMERSET,34,035,NJ 
08803,Baptistown,New Jersey ,HUNTERDON,34,019,NJ 
08805,Bound Brook,New Jersey ,SOMERSET,34,035,NJ 
08808,Broadway,New Jersey ,WARREN,34,041,NJ 
08810,Dayton,New Jersey ,MIDDLESEX,34,023,NJ 
08804,Bloomsbury,New Jersey ,HUNTERDON,34,019,NJ 
08809,Clinton,New Jersey ,HUNTERDON,34,019,NJ 
08812,Dunellen,New Jersey ,MIDDLESEX,34,023,NJ 
08817,Edison,New Jersey ,MIDDLESEX,34,023,NJ 
08822,Flemington,New Jersey ,HUNTERDON,34,019,NJ 
08816,East Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08823,Franklin Park,New Jersey ,SOMERSET,34,035,NJ 
08818,Edison,New Jersey ,MIDDLESEX,34,023,NJ 
08821,Flagtown,New Jersey ,SOMERSET,34,035,NJ 
08820,Edison,New Jersey ,MIDDLESEX,34,023,NJ 
08824,Kendall Park,New Jersey ,MIDDLESEX,34,023,NJ 
08827,Hampton,New Jersey ,HUNTERDON,34,019,NJ 
08829,High Bridge,New Jersey ,HUNTERDON,34,019,NJ 
08825,Frenchtown,New Jersey ,HUNTERDON,34,019,NJ 
08828,Helmetta,New Jersey ,MIDDLESEX,34,023,NJ 
08831,Monroe Township,New Jersey ,MIDDLESEX,34,023,NJ 
08826,Glen Gardner,New Jersey ,HUNTERDON,34,019,NJ 
08830,Iselin,New Jersey ,MIDDLESEX,34,023,NJ 
08832,Keasbey,New Jersey ,MIDDLESEX,34,023,NJ 
08833,Lebanon,New Jersey ,HUNTERDON,34,019,NJ 
08837,Edison,New Jersey ,MIDDLESEX,34,023,NJ 
08844,Hillsborough,New Jersey ,SOMERSET,34,035,NJ 
08836,Martinsville,New Jersey ,SOMERSET,34,035,NJ 
08835,Manville,New Jersey ,SOMERSET,34,035,NJ 
08840,Metuchen,New Jersey ,MIDDLESEX,34,023,NJ 
08846,Middlesex,New Jersey ,MIDDLESEX,34,023,NJ 
08834,Little York,New Jersey ,HUNTERDON,34,019,NJ 
08848,Milford,New Jersey ,HUNTERDON,34,019,NJ 
08850,Milltown,New Jersey ,MIDDLESEX,34,023,NJ 
08858,Oldwick,New Jersey ,HUNTERDON,34,019,NJ 
08852,Monmouth Junction,New Jersey ,MIDDLESEX,34,023,NJ 
08853,Neshanic Station,New Jersey ,SOMERSET,34,035,NJ 
08855,Piscataway,New Jersey ,MIDDLESEX,34,023,NJ 
08857,Old Bridge,New Jersey ,MIDDLESEX,34,023,NJ 
08854,Piscataway,New Jersey ,MIDDLESEX,34,023,NJ 
08859,Parlin,New Jersey ,MIDDLESEX,34,023,NJ 
08861,Perth Amboy,New Jersey ,MIDDLESEX,34,023,NJ 
08865,Phillipsburg,New Jersey ,WARREN,34,041,NJ 
08863,Fords,New Jersey ,MIDDLESEX,34,023,NJ 
08862,Perth Amboy,New Jersey ,MIDDLESEX,34,023,NJ 
08868,Quakertown,New Jersey ,HUNTERDON,34,019,NJ 
08867,Pittstown,New Jersey ,HUNTERDON,34,019,NJ 
08869,Raritan,New Jersey ,SOMERSET,34,035,NJ 
08870,Readington,New Jersey ,HUNTERDON,34,019,NJ 
08873,Somerset,New Jersey ,SOMERSET,34,035,NJ 
08872,Sayreville,New Jersey ,MIDDLESEX,34,023,NJ 
08876,Somerville,New Jersey ,SOMERSET,34,035,NJ 
08879,South Amboy,New Jersey ,MIDDLESEX,34,023,NJ 
08875,Somerset,New Jersey ,SOMERSET,34,035,NJ 
08882,South River,New Jersey ,MIDDLESEX,34,023,NJ 
08871,Sayreville,New Jersey ,MIDDLESEX,34,023,NJ 
08885,Stanton,New Jersey ,HUNTERDON,34,019,NJ 
08887,Three Bridges,New Jersey ,HUNTERDON,34,019,NJ 
08889,Whitehouse Station,New Jersey ,HUNTERDON,34,019,NJ 
08884,Spotswood,New Jersey ,MIDDLESEX,34,023,NJ 
08880,South Bound Brook,New Jersey ,SOMERSET,34,035,NJ 
08888,Whitehouse,New Jersey ,HUNTERDON,34,019,NJ 
08886,Stewartsville,New Jersey ,WARREN,34,041,NJ 
08890,Zarephath,New Jersey ,SOMERSET,34,035,NJ 
08899,Edison,New Jersey ,MIDDLESEX,34,023,NJ 
08904,Highland Park,New Jersey ,MIDDLESEX,34,023,NJ 
08933,New Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08903,New Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08989,New Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08902,North Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08901,New Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
08906,New Brunswick,New Jersey ,MIDDLESEX,34,023,NJ 
