15006,Bairdford,Pennsylvania ,ALLEGHENY,42,003,PA 
15677,Rector,Pennsylvania ,WESTMORELAND,42,129,PA 
15679,Ruffs Dale,Pennsylvania ,WESTMORELAND,42,129,PA 
15678,Rillton,Pennsylvania ,WESTMORELAND,42,129,PA 
15680,Salina,Pennsylvania ,WESTMORELAND,42,129,PA 
15681,Saltsburg,Pennsylvania ,INDIANA,42,063,PA 
15683,Scottdale,Pennsylvania ,WESTMORELAND,42,129,PA 
15682,Schenley,Pennsylvania ,ARMSTRONG,42,005,PA 
15684,Slickville,Pennsylvania ,WESTMORELAND,42,129,PA 
15685,Southwest,Pennsylvania ,WESTMORELAND,42,129,PA 
15688,Tarrs,Pennsylvania ,WESTMORELAND,42,129,PA 
15686,Spring Church,Pennsylvania ,ARMSTRONG,42,005,PA 
15687,Stahlstown,Pennsylvania ,WESTMORELAND,42,129,PA 
15689,United,Pennsylvania ,WESTMORELAND,42,129,PA 
15690,Vandergrift,Pennsylvania ,WESTMORELAND,42,129,PA 
15692,Westmoreland City,Pennsylvania ,WESTMORELAND,42,129,PA 
15691,Wendel,Pennsylvania ,WESTMORELAND,42,129,PA 
15693,Whitney,Pennsylvania ,WESTMORELAND,42,129,PA 
15696,Youngstown,Pennsylvania ,WESTMORELAND,42,129,PA 
15695,Wyano,Pennsylvania ,WESTMORELAND,42,129,PA 
15701,Indiana,Pennsylvania ,INDIANA,42,063,PA 
15697,Youngwood,Pennsylvania ,WESTMORELAND,42,129,PA 
15698,Yukon,Pennsylvania ,WESTMORELAND,42,129,PA 
15705,Indiana,Pennsylvania ,INDIANA,42,063,PA 
15710,Alverda,Pennsylvania ,INDIANA,42,063,PA 
15711,Anita,Pennsylvania ,JEFFERSON,42,065,PA 
15712,Arcadia,Pennsylvania ,INDIANA,42,063,PA 
15714,Northern Cambria,Pennsylvania ,CAMBRIA,42,021,PA 
15715,Big Run,Pennsylvania ,JEFFERSON,42,065,PA 
15716,Black Lick,Pennsylvania ,INDIANA,42,063,PA 
15713,Aultman,Pennsylvania ,INDIANA,42,063,PA 
15721,Burnside,Pennsylvania ,CLEARFIELD,42,033,PA 
15720,Brush Valley,Pennsylvania ,INDIANA,42,063,PA 
15717,Blairsville,Pennsylvania ,INDIANA,42,063,PA 
15722,Carrolltown,Pennsylvania ,CAMBRIA,42,021,PA 
15725,Clarksburg,Pennsylvania ,INDIANA,42,063,PA 
15723,Chambersville,Pennsylvania ,INDIANA,42,063,PA 
15724,Cherry Tree,Pennsylvania ,INDIANA,42,063,PA 
15727,Clune,Pennsylvania ,INDIANA,42,063,PA 
15730,Coolspring,Pennsylvania ,JEFFERSON,42,065,PA 
15729,Commodore,Pennsylvania ,INDIANA,42,063,PA 
15728,Clymer,Pennsylvania ,INDIANA,42,063,PA 
15732,Creekside,Pennsylvania ,INDIANA,42,063,PA 
15731,Coral,Pennsylvania ,INDIANA,42,063,PA 
15733,De Lancey,Pennsylvania ,JEFFERSON,42,065,PA 
15734,Dixonville,Pennsylvania ,INDIANA,42,063,PA 
15737,Elmora,Pennsylvania ,CAMBRIA,42,021,PA 
15736,Elderton,Pennsylvania ,ARMSTRONG,42,005,PA 
15739,Ernest,Pennsylvania ,INDIANA,42,063,PA 
15738,Emeigh,Pennsylvania ,CAMBRIA,42,021,PA 
15742,Glen Campbell,Pennsylvania ,INDIANA,42,063,PA 
15741,Gipsy,Pennsylvania ,INDIANA,42,063,PA 
15744,Hamilton,Pennsylvania ,JEFFERSON,42,065,PA 
15745,Heilwood,Pennsylvania ,INDIANA,42,063,PA 
15746,Hillsdale,Pennsylvania ,INDIANA,42,063,PA 
15750,Josephine,Pennsylvania ,INDIANA,42,063,PA 
15747,Home,Pennsylvania ,INDIANA,42,063,PA 
15748,Homer City,Pennsylvania ,INDIANA,42,063,PA 
15753,La Jose,Pennsylvania ,CLEARFIELD,42,033,PA 
15754,Lucernemines,Pennsylvania ,INDIANA,42,063,PA 
15752,Kent,Pennsylvania ,INDIANA,42,063,PA 
15759,Marion Center,Pennsylvania ,INDIANA,42,063,PA 
15757,Mahaffey,Pennsylvania ,CLEARFIELD,42,033,PA 
15756,Mc Intyre,Pennsylvania ,INDIANA,42,063,PA 
15757,Mahaffey,Pennsylvania ,CLEARFIELD,42,033,PA 
15758,Marchand,Pennsylvania ,INDIANA,42,063,PA 
15761,Mentcle,Pennsylvania ,INDIANA,42,063,PA 
15762,Nicktown,Pennsylvania ,CAMBRIA,42,021,PA 
15760,Marsteller,Pennsylvania ,CAMBRIA,42,021,PA 
15763,Northpoint,Pennsylvania ,INDIANA,42,063,PA 
15764,Oliveburg,Pennsylvania ,JEFFERSON,42,065,PA 
15765,Penn Run,Pennsylvania ,INDIANA,42,063,PA 
15767,Punxsutawney,Pennsylvania ,JEFFERSON,42,065,PA 
15771,Rochester Mills,Pennsylvania ,INDIANA,42,063,PA 
15772,Rossiter,Pennsylvania ,INDIANA,42,063,PA 
15773,Saint Benedict,Pennsylvania ,CAMBRIA,42,021,PA 
15770,Ringgold,Pennsylvania ,JEFFERSON,42,065,PA 
15774,Shelocta,Pennsylvania ,INDIANA,42,063,PA 
15775,Spangler,Pennsylvania ,CAMBRIA,42,021,PA 
15777,Starford,Pennsylvania ,INDIANA,42,063,PA 
15776,Sprankle Mills,Pennsylvania ,JEFFERSON,42,065,PA 
15781,Walston,Pennsylvania ,JEFFERSON,42,065,PA 
15779,Torrance,Pennsylvania ,WESTMORELAND,42,129,PA 
15783,West Lebanon,Pennsylvania ,INDIANA,42,063,PA 
15778,Timblin,Pennsylvania ,JEFFERSON,42,065,PA 
15780,Valier,Pennsylvania ,JEFFERSON,42,065,PA 
15784,Worthville,Pennsylvania ,JEFFERSON,42,065,PA 
15801,Du Bois,Pennsylvania ,CLEARFIELD,42,033,PA 
15821,Benezett,Pennsylvania ,ELK,42,047,PA 
15823,Brockport,Pennsylvania ,ELK,42,047,PA 
15824,Brockway,Pennsylvania ,JEFFERSON,42,065,PA 
15827,Byrnedale,Pennsylvania ,ELK,42,047,PA 
15822,Brandy Camp,Pennsylvania ,ELK,42,047,PA 
15828,Clarington,Pennsylvania ,FOREST,42,053,PA 
15825,Brookville,Pennsylvania ,JEFFERSON,42,065,PA 
15829,Corsica,Pennsylvania ,JEFFERSON,42,065,PA 
15831,Dagus Mines,Pennsylvania ,ELK,42,047,PA 
15832,Driftwood,Pennsylvania ,CAMERON,42,023,PA 
15845,Johnsonburg,Pennsylvania ,ELK,42,047,PA 
15846,Kersey,Pennsylvania ,ELK,42,047,PA 
15834,Emporium,Pennsylvania ,CAMERON,42,023,PA 
15840,Falls Creek,Pennsylvania ,JEFFERSON,42,065,PA 
15841,Force,Pennsylvania ,ELK,42,047,PA 
15847,Knox Dale,Pennsylvania ,JEFFERSON,42,065,PA 
15848,Luthersburg,Pennsylvania ,CLEARFIELD,42,033,PA 
15853,Ridgway,Pennsylvania ,ELK,42,047,PA 
15851,Reynoldsville,Pennsylvania ,JEFFERSON,42,065,PA 
15849,Penfield,Pennsylvania ,CLEARFIELD,42,033,PA 
15856,Rockton,Pennsylvania ,CLEARFIELD,42,033,PA 
15860,Sigel,Pennsylvania ,JEFFERSON,42,065,PA 
15861,Sinnamahoning,Pennsylvania ,CAMERON,42,023,PA 
15857,Saint Marys,Pennsylvania ,ELK,42,047,PA 
15863,Stump Creek,Pennsylvania ,JEFFERSON,42,065,PA 
15866,Troutville,Pennsylvania ,CLEARFIELD,42,033,PA 
15865,Sykesville,Pennsylvania ,JEFFERSON,42,065,PA 
15870,Wilcox,Pennsylvania ,ELK,42,047,PA 
15868,Weedville,Pennsylvania ,ELK,42,047,PA 
15864,Summerville,Pennsylvania ,JEFFERSON,42,065,PA 
15904,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15901,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15902,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15907,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15909,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15906,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15905,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15915,Johnstown,Pennsylvania ,CAMBRIA,42,021,PA 
15921,Beaverdale,Pennsylvania ,CAMBRIA,42,021,PA 
15920,Armagh,Pennsylvania ,INDIANA,42,063,PA 
15922,Belsano,Pennsylvania ,CAMBRIA,42,021,PA 
15923,Bolivar,Pennsylvania ,WESTMORELAND,42,129,PA 
15925,Cassandra,Pennsylvania ,CAMBRIA,42,021,PA 
15926,Central City,Pennsylvania ,SOMERSET,42,111,PA 
15924,Cairnbrook,Pennsylvania ,SOMERSET,42,111,PA 
15927,Colver,Pennsylvania ,CAMBRIA,42,021,PA 
15929,Dilltown,Pennsylvania ,INDIANA,42,063,PA 
15928,Davidsville,Pennsylvania ,SOMERSET,42,111,PA 
15930,Dunlo,Pennsylvania ,CAMBRIA,42,021,PA 
15931,Ebensburg,Pennsylvania ,CAMBRIA,42,021,PA 
15935,Hollsopple,Pennsylvania ,SOMERSET,42,111,PA 
15936,Hooversville,Pennsylvania ,SOMERSET,42,111,PA 
15934,Elton,Pennsylvania ,CAMBRIA,42,021,PA 
15942,Mineral Point,Pennsylvania ,CAMBRIA,42,021,PA 
15937,Jerome,Pennsylvania ,SOMERSET,42,111,PA 
15940,Loretto,Pennsylvania ,CAMBRIA,42,021,PA 
15938,Lilly,Pennsylvania ,CAMBRIA,42,021,PA 
15943,Nanty Glo,Pennsylvania ,CAMBRIA,42,021,PA 
15944,New Florence,Pennsylvania ,WESTMORELAND,42,129,PA 
15945,Parkhill,Pennsylvania ,CAMBRIA,42,021,PA 
15946,Portage,Pennsylvania ,CAMBRIA,42,021,PA 
15949,Robinson,Pennsylvania ,INDIANA,42,063,PA 
15951,Saint Michael,Pennsylvania ,CAMBRIA,42,021,PA 
15948,Revloc,Pennsylvania ,CAMBRIA,42,021,PA 
15952,Salix,Pennsylvania ,CAMBRIA,42,021,PA 
15954,Seward,Pennsylvania ,WESTMORELAND,42,129,PA 
15953,Seanor,Pennsylvania ,SOMERSET,42,111,PA 
15955,Sidman,Pennsylvania ,CAMBRIA,42,021,PA 
15956,South Fork,Pennsylvania ,CAMBRIA,42,021,PA 
15957,Strongstown,Pennsylvania ,INDIANA,42,063,PA 
15958,Summerhill,Pennsylvania ,CAMBRIA,42,021,PA 
15959,Tire Hill,Pennsylvania ,SOMERSET,42,111,PA 
15960,Twin Rocks,Pennsylvania ,CAMBRIA,42,021,PA 
15961,Vintondale,Pennsylvania ,CAMBRIA,42,021,PA 
15962,Wilmore,Pennsylvania ,CAMBRIA,42,021,PA 
15963,Windber,Pennsylvania ,SOMERSET,42,111,PA 
16001,Butler,Pennsylvania ,BUTLER,42,019,PA 
16002,Butler,Pennsylvania ,BUTLER,42,019,PA 
16017,Boyers,Pennsylvania ,BUTLER,42,019,PA 
16016,Boyers,Pennsylvania ,BUTLER,42,019,PA 
16003,Butler,Pennsylvania ,BUTLER,42,019,PA 
16018,Boyers,Pennsylvania ,BUTLER,42,019,PA 
16020,Boyers,Pennsylvania ,BUTLER,42,019,PA 
16021,Branchton,Pennsylvania ,BUTLER,42,019,PA 
16022,Bruin,Pennsylvania ,BUTLER,42,019,PA 
16024,Callery,Pennsylvania ,BUTLER,42,019,PA 
16023,Cabot,Pennsylvania ,BUTLER,42,019,PA 
16027,Connoquenessing,Pennsylvania ,BUTLER,42,019,PA 
16025,Chicora,Pennsylvania ,BUTLER,42,019,PA 
16028,East Brady,Pennsylvania ,CLARION,42,031,PA 
16030,Eau Claire,Pennsylvania ,BUTLER,42,019,PA 
16029,East Butler,Pennsylvania ,BUTLER,42,019,PA 
16033,Evans City,Pennsylvania ,BUTLER,42,019,PA 
16034,Fenelton,Pennsylvania ,BUTLER,42,019,PA 
16035,Forestville,Pennsylvania ,BUTLER,42,019,PA 
16036,Foxburg,Pennsylvania ,CLARION,42,031,PA 
16037,Harmony,Pennsylvania ,BUTLER,42,019,PA 
16038,Harrisville,Pennsylvania ,BUTLER,42,019,PA 
16039,Herman,Pennsylvania ,BUTLER,42,019,PA 
16040,Hilliards,Pennsylvania ,BUTLER,42,019,PA 
16041,Karns City,Pennsylvania ,BUTLER,42,019,PA 
16045,Lyndora,Pennsylvania ,BUTLER,42,019,PA 
16046,Mars,Pennsylvania ,BUTLER,42,019,PA 
16050,Petrolia,Pennsylvania ,BUTLER,42,019,PA 
16049,Parker,Pennsylvania ,ARMSTRONG,42,005,PA 
16048,North Washington,Pennsylvania ,BUTLER,42,019,PA 
16051,Portersville,Pennsylvania ,BUTLER,42,019,PA 
16052,Prospect,Pennsylvania ,BUTLER,42,019,PA 
16053,Renfrew,Pennsylvania ,BUTLER,42,019,PA 
16054,Saint Petersburg,Pennsylvania ,CLARION,42,031,PA 
16055,Sarver,Pennsylvania ,BUTLER,42,019,PA 
16056,Saxonburg,Pennsylvania ,BUTLER,42,019,PA 
16057,Slippery Rock,Pennsylvania ,BUTLER,42,019,PA 
16058,Turkey City,Pennsylvania ,CLARION,42,031,PA 
16061,West Sunbury,Pennsylvania ,BUTLER,42,019,PA 
16059,Valencia,Pennsylvania ,BUTLER,42,019,PA 
16063,Zelienople,Pennsylvania ,BUTLER,42,019,PA 
16066,Cranberry Township,Pennsylvania ,BUTLER,42,019,PA 
16101,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16108,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16107,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16102,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16103,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16110,Adamsville,Pennsylvania ,CRAWFORD,42,039,PA 
16105,New Castle,Pennsylvania ,LAWRENCE,42,073,PA 
16111,Atlantic,Pennsylvania ,CRAWFORD,42,039,PA 
16112,Bessemer,Pennsylvania ,LAWRENCE,42,073,PA 
16116,Edinburg,Pennsylvania ,LAWRENCE,42,073,PA 
16113,Clark,Pennsylvania ,MERCER,42,085,PA 
16114,Clarks Mills,Pennsylvania ,MERCER,42,085,PA 
16115,Darlington,Pennsylvania ,BEAVER,42,007,PA 
16117,Ellwood City,Pennsylvania ,LAWRENCE,42,073,PA 
16120,Enon Valley,Pennsylvania ,LAWRENCE,42,073,PA 
16121,Farrell,Pennsylvania ,MERCER,42,085,PA 
16123,Fombell,Pennsylvania ,BEAVER,42,007,PA 
16124,Fredonia,Pennsylvania ,MERCER,42,085,PA 
16125,Greenville,Pennsylvania ,MERCER,42,085,PA 
16127,Grove City,Pennsylvania ,MERCER,42,085,PA 
16130,Hadley,Pennsylvania ,MERCER,42,085,PA 
16132,Hillsville,Pennsylvania ,LAWRENCE,42,073,PA 
16131,Hartstown,Pennsylvania ,CRAWFORD,42,039,PA 
16133,Jackson Center,Pennsylvania ,MERCER,42,085,PA 
16134,Jamestown,Pennsylvania ,MERCER,42,085,PA 
16137,Mercer,Pennsylvania ,MERCER,42,085,PA 
16136,Koppel,Pennsylvania ,BEAVER,42,007,PA 
16140,New Bedford,Pennsylvania ,LAWRENCE,42,073,PA 
16143,Pulaski,Pennsylvania ,LAWRENCE,42,073,PA 
16141,New Galilee,Pennsylvania ,BEAVER,42,007,PA 
16142,New Wilmington,Pennsylvania ,LAWRENCE,42,073,PA 
16146,Sharon,Pennsylvania ,MERCER,42,085,PA 
16145,Sandy Lake,Pennsylvania ,MERCER,42,085,PA 
16148,Hermitage,Pennsylvania ,MERCER,42,085,PA 
16150,Sharpsville,Pennsylvania ,MERCER,42,085,PA 
16151,Sheakleyville,Pennsylvania ,MERCER,42,085,PA 
16154,Transfer,Pennsylvania ,MERCER,42,085,PA 
16153,Stoneboro,Pennsylvania ,MERCER,42,085,PA 
16155,Villa Maria,Pennsylvania ,LAWRENCE,42,073,PA 
16156,Volant,Pennsylvania ,LAWRENCE,42,073,PA 
16157,Wampum,Pennsylvania ,LAWRENCE,42,073,PA 
16159,West Middlesex,Pennsylvania ,MERCER,42,085,PA 
16160,West Pittsburg,Pennsylvania ,LAWRENCE,42,073,PA 
16161,Wheatland,Pennsylvania ,MERCER,42,085,PA 
16172,New Wilmington,Pennsylvania ,LAWRENCE,42,073,PA 
16212,Cadogan,Pennsylvania ,ARMSTRONG,42,005,PA 
16211,Beyer,Pennsylvania ,INDIANA,42,063,PA 
16201,Kittanning,Pennsylvania ,ARMSTRONG,42,005,PA 
16210,Adrian,Pennsylvania ,ARMSTRONG,42,005,PA 
16213,Callensburg,Pennsylvania ,CLARION,42,031,PA 
16217,Cooksburg,Pennsylvania ,FOREST,42,053,PA 
16214,Clarion,Pennsylvania ,CLARION,42,031,PA 
16220,Crown,Pennsylvania ,CLARION,42,031,PA 
16218,Cowansville,Pennsylvania ,ARMSTRONG,42,005,PA 
16221,Curllsville,Pennsylvania ,CLARION,42,031,PA 
16223,Distant,Pennsylvania ,ARMSTRONG,42,005,PA 
16222,Dayton,Pennsylvania ,ARMSTRONG,42,005,PA 
16226,Ford City,Pennsylvania ,ARMSTRONG,42,005,PA 
16225,Fisher,Pennsylvania ,CLARION,42,031,PA 
16224,Fairmount City,Pennsylvania ,CLARION,42,031,PA 
16228,Ford Cliff,Pennsylvania ,ARMSTRONG,42,005,PA 
16230,Hawthorn,Pennsylvania ,CLARION,42,031,PA 
16229,Freeport,Pennsylvania ,ARMSTRONG,42,005,PA 
16232,Knox,Pennsylvania ,CLARION,42,031,PA 
16233,Leeper,Pennsylvania ,CLARION,42,031,PA 
16238,Manorville,Pennsylvania ,ARMSTRONG,42,005,PA 
16236,Mc Grann,Pennsylvania ,ARMSTRONG,42,005,PA 
16234,Limestone,Pennsylvania ,CLARION,42,031,PA 
16235,Lucinda,Pennsylvania ,CLARION,42,031,PA 
16239,Marienville,Pennsylvania ,FOREST,42,053,PA 
16240,Mayport,Pennsylvania ,CLARION,42,031,PA 
16242,New Bethlehem,Pennsylvania ,CLARION,42,031,PA 
16244,Nu Mine,Pennsylvania ,ARMSTRONG,42,005,PA 
16249,Rural Valley,Pennsylvania ,ARMSTRONG,42,005,PA 
16248,Rimersburg,Pennsylvania ,CLARION,42,031,PA 
16246,Plumville,Pennsylvania ,INDIANA,42,063,PA 
16245,Oak Ridge,Pennsylvania ,ARMSTRONG,42,005,PA 
16253,Seminole,Pennsylvania ,ARMSTRONG,42,005,PA 
16250,Sagamore,Pennsylvania ,ARMSTRONG,42,005,PA 
16254,Shippenville,Pennsylvania ,CLARION,42,031,PA 
16255,Sligo,Pennsylvania ,CLARION,42,031,PA 
16260,Vowinckel,Pennsylvania ,CLARION,42,031,PA 
16256,Smicksburg,Pennsylvania ,INDIANA,42,063,PA 
16261,Widnoon,Pennsylvania ,ARMSTRONG,42,005,PA 
16258,Strattanville,Pennsylvania ,CLARION,42,031,PA 
16257,Snydersburg,Pennsylvania ,CLARION,42,031,PA 
16259,Templeton,Pennsylvania ,ARMSTRONG,42,005,PA 
16263,Yatesboro,Pennsylvania ,ARMSTRONG,42,005,PA 
16262,Worthington,Pennsylvania ,ARMSTRONG,42,005,PA 
16311,Carlton,Pennsylvania ,MERCER,42,085,PA 
16312,Chandlers Valley,Pennsylvania ,WARREN,42,123,PA 
16314,Cochranton,Pennsylvania ,CRAWFORD,42,039,PA 
16301,Oil City,Pennsylvania ,VENANGO,42,121,PA 
16313,Clarendon,Pennsylvania ,WARREN,42,123,PA 
16316,Conneaut Lake,Pennsylvania ,CRAWFORD,42,039,PA 
16317,Cooperstown,Pennsylvania ,VENANGO,42,121,PA 
16319,Cranberry,Pennsylvania ,VENANGO,42,121,PA 
16326,Fryburg,Pennsylvania ,CLARION,42,031,PA 
16321,East Hickory,Pennsylvania ,FOREST,42,053,PA 
16322,Endeavor,Pennsylvania ,FOREST,42,053,PA 
16323,Franklin,Pennsylvania ,VENANGO,42,121,PA 
16328,Hydetown,Pennsylvania ,CRAWFORD,42,039,PA 
16327,Guys Mills,Pennsylvania ,CRAWFORD,42,039,PA 
16329,Irvine,Pennsylvania ,WARREN,42,123,PA 
16331,Kossuth,Pennsylvania ,CLARION,42,031,PA 
16333,Ludlow,Pennsylvania ,MCKEAN,42,083,PA 
16332,Lickingville,Pennsylvania ,CLARION,42,031,PA 
16335,Meadville,Pennsylvania ,CRAWFORD,42,039,PA 
16334,Marble,Pennsylvania ,CLARION,42,031,PA 
16340,Pittsfield,Pennsylvania ,WARREN,42,123,PA 
16343,Reno,Pennsylvania ,VENANGO,42,121,PA 
16342,Polk,Pennsylvania ,VENANGO,42,121,PA 
16341,Pleasantville,Pennsylvania ,VENANGO,42,121,PA 
16344,Rouseville,Pennsylvania ,VENANGO,42,121,PA 
16345,Russell,Pennsylvania ,WARREN,42,123,PA 
16346,Seneca,Pennsylvania ,VENANGO,42,121,PA 
16347,Sheffield,Pennsylvania ,WARREN,42,123,PA 
16351,Tidioute,Pennsylvania ,WARREN,42,123,PA 
16352,Tiona,Pennsylvania ,WARREN,42,123,PA 
16350,Sugar Grove,Pennsylvania ,WARREN,42,123,PA 
16353,Tionesta,Pennsylvania ,FOREST,42,053,PA 
16354,Titusville,Pennsylvania ,CRAWFORD,42,039,PA 
16360,Townville,Pennsylvania ,CRAWFORD,42,039,PA 
16361,Tylersburg,Pennsylvania ,CLARION,42,031,PA 
16366,Warren,Pennsylvania ,WARREN,42,123,PA 
16365,Warren,Pennsylvania ,WARREN,42,123,PA 
16364,Venus,Pennsylvania ,VENANGO,42,121,PA 
16362,Utica,Pennsylvania ,VENANGO,42,121,PA 
16367,Warren,Pennsylvania ,WARREN,42,123,PA 
16368,Warren,Pennsylvania ,WARREN,42,123,PA 
16369,Warren,Pennsylvania ,WARREN,42,123,PA 
16373,Emlenton,Pennsylvania ,VENANGO,42,121,PA 
16370,West Hickory,Pennsylvania ,FOREST,42,053,PA 
16374,Kennerdell,Pennsylvania ,VENANGO,42,121,PA 
16375,Lamartine,Pennsylvania ,CLARION,42,031,PA 
16372,Clintonville,Pennsylvania ,VENANGO,42,121,PA 
16371,Youngsville,Pennsylvania ,WARREN,42,123,PA 
16388,Meadville,Pennsylvania ,CRAWFORD,42,039,PA 
16401,Albion,Pennsylvania ,ERIE,42,049,PA 
16402,Bear Lake,Pennsylvania ,WARREN,42,123,PA 
16410,Cranesville,Pennsylvania ,ERIE,42,049,PA 
16403,Cambridge Springs,Pennsylvania ,CRAWFORD,42,039,PA 
16404,Centerville,Pennsylvania ,CRAWFORD,42,039,PA 
16407,Corry,Pennsylvania ,ERIE,42,049,PA 
16405,Columbus,Pennsylvania ,WARREN,42,123,PA 
16411,East Springfield,Pennsylvania ,ERIE,42,049,PA 
16406,Conneautville,Pennsylvania ,CRAWFORD,42,039,PA 
16412,Edinboro,Pennsylvania ,ERIE,42,049,PA 
16416,Garland,Pennsylvania ,WARREN,42,123,PA 
16413,Elgin,Pennsylvania ,ERIE,42,049,PA 
16420,Grand Valley,Pennsylvania ,WARREN,42,123,PA 
16421,Harborcreek,Pennsylvania ,ERIE,42,049,PA 
16422,Harmonsburg,Pennsylvania ,CRAWFORD,42,039,PA 
16417,Girard,Pennsylvania ,ERIE,42,049,PA 
16415,Fairview,Pennsylvania ,ERIE,42,049,PA 
16423,Lake City,Pennsylvania ,ERIE,42,049,PA 
16424,Linesville,Pennsylvania ,CRAWFORD,42,039,PA 
16428,North East,Pennsylvania ,ERIE,42,049,PA 
16427,Mill Village,Pennsylvania ,ERIE,42,049,PA 
16432,Riceville,Pennsylvania ,CRAWFORD,42,039,PA 
16426,Mc Kean,Pennsylvania ,ERIE,42,049,PA 
16430,North Springfield,Pennsylvania ,ERIE,42,049,PA 
16434,Spartansburg,Pennsylvania ,CRAWFORD,42,039,PA 
16433,Saegertown,Pennsylvania ,CRAWFORD,42,039,PA 
16435,Springboro,Pennsylvania ,CRAWFORD,42,039,PA 
16436,Spring Creek,Pennsylvania ,WARREN,42,123,PA 
16438,Union City,Pennsylvania ,ERIE,42,049,PA 
16442,Wattsburg,Pennsylvania ,ERIE,42,049,PA 
16441,Waterford,Pennsylvania ,ERIE,42,049,PA 
16440,Venango,Pennsylvania ,CRAWFORD,42,039,PA 
16444,Edinboro,Pennsylvania ,ERIE,42,049,PA 
16443,West Springfield,Pennsylvania ,ERIE,42,049,PA 
16475,Albion,Pennsylvania ,ERIE,42,049,PA 
16501,Erie,Pennsylvania ,ERIE,42,049,PA 
16505,Erie,Pennsylvania ,ERIE,42,049,PA 
16503,Erie,Pennsylvania ,ERIE,42,049,PA 
16502,Erie,Pennsylvania ,ERIE,42,049,PA 
16504,Erie,Pennsylvania ,ERIE,42,049,PA 
16506,Erie,Pennsylvania ,ERIE,42,049,PA 
16507,Erie,Pennsylvania ,ERIE,42,049,PA 
16508,Erie,Pennsylvania ,ERIE,42,049,PA 
16510,Erie,Pennsylvania ,ERIE,42,049,PA 
16514,Erie,Pennsylvania ,ERIE,42,049,PA 
16530,Erie,Pennsylvania ,ERIE,42,049,PA 
16512,Erie,Pennsylvania ,ERIE,42,049,PA 
16515,Erie,Pennsylvania ,ERIE,42,049,PA 
16509,Erie,Pennsylvania ,ERIE,42,049,PA 
16511,Erie,Pennsylvania ,ERIE,42,049,PA 
16522,Erie,Pennsylvania ,ERIE,42,049,PA 
16531,Erie,Pennsylvania ,ERIE,42,049,PA 
16541,Erie,Pennsylvania ,ERIE,42,049,PA 
16538,Erie,Pennsylvania ,ERIE,42,049,PA 
16534,Erie,Pennsylvania ,ERIE,42,049,PA 
16546,Erie,Pennsylvania ,ERIE,42,049,PA 
16550,Erie,Pennsylvania ,ERIE,42,049,PA 
16544,Erie,Pennsylvania ,ERIE,42,049,PA 
16553,Erie,Pennsylvania ,ERIE,42,049,PA 
16563,Erie,Pennsylvania ,ERIE,42,049,PA 
16616,Beccaria,Pennsylvania ,CLEARFIELD,42,033,PA 
16611,Alexandria,Pennsylvania ,HUNTINGDON,42,061,PA 
16565,Erie,Pennsylvania ,ERIE,42,049,PA 
16603,Altoona,Pennsylvania ,BLAIR,42,013,PA 
16601,Altoona,Pennsylvania ,BLAIR,42,013,PA 
16602,Altoona,Pennsylvania ,BLAIR,42,013,PA 
16613,Ashville,Pennsylvania ,CAMBRIA,42,021,PA 
16617,Bellwood,Pennsylvania ,BLAIR,42,013,PA 
16623,Cassville,Pennsylvania ,HUNTINGDON,42,061,PA 
16619,Blandburg,Pennsylvania ,CAMBRIA,42,021,PA 
16621,Broad Top,Pennsylvania ,HUNTINGDON,42,061,PA 
16624,Chest Springs,Pennsylvania ,CAMBRIA,42,021,PA 
16622,Calvin,Pennsylvania ,HUNTINGDON,42,061,PA 
16620,Brisbin,Pennsylvania ,CLEARFIELD,42,033,PA 
16625,Claysburg,Pennsylvania ,BLAIR,42,013,PA 
16627,Coalport,Pennsylvania ,CLEARFIELD,42,033,PA 
16629,Coupon,Pennsylvania ,CAMBRIA,42,021,PA 
16631,Curryville,Pennsylvania ,BLAIR,42,013,PA 
16636,Dysart,Pennsylvania ,CAMBRIA,42,021,PA 
16635,Duncansville,Pennsylvania ,BLAIR,42,013,PA 
16630,Cresson,Pennsylvania ,CAMBRIA,42,021,PA 
16633,Defiance,Pennsylvania ,BEDFORD,42,009,PA 
16634,Dudley,Pennsylvania ,HUNTINGDON,42,061,PA 
16637,East Freedom,Pennsylvania ,BLAIR,42,013,PA 
16638,Entriken,Pennsylvania ,HUNTINGDON,42,061,PA 
16639,Fallentimber,Pennsylvania ,CAMBRIA,42,021,PA 
16641,Gallitzin,Pennsylvania ,CAMBRIA,42,021,PA 
16645,Glen Hope,Pennsylvania ,CLEARFIELD,42,033,PA 
16640,Flinton,Pennsylvania ,CAMBRIA,42,021,PA 
