90001,Los Angeles,California ,LOS ANGELES,06,037,CA 
91735,El Monte,California ,LOS ANGELES,06,037,CA 
91739,Rancho Cucamonga,California ,SAN BERNARDINO,06,071,CA 
91740,Glendora,California ,LOS ANGELES,06,037,CA 
91741,Glendora,California ,LOS ANGELES,06,037,CA 
91743,Guasti,California ,SAN BERNARDINO,06,071,CA 
91744,La Puente,California ,LOS ANGELES,06,037,CA 
91745,Hacienda Heights,California ,LOS ANGELES,06,037,CA 
91746,La Puente,California ,LOS ANGELES,06,037,CA 
91750,La Verne,California ,LOS ANGELES,06,037,CA 
91747,La Puente,California ,LOS ANGELES,06,037,CA 
91754,Monterey Park,California ,LOS ANGELES,06,037,CA 
91748,Rowland Heights,California ,LOS ANGELES,06,037,CA 
91752,Mira Loma,California ,RIVERSIDE,06,065,CA 
91749,La Puente,California ,LOS ANGELES,06,037,CA 
91755,Monterey Park,California ,LOS ANGELES,06,037,CA 
91756,Monterey Park,California ,LOS ANGELES,06,037,CA 
91759,Mt Baldy,California ,SAN BERNARDINO,06,071,CA 
91762,Ontario,California ,SAN BERNARDINO,06,071,CA 
91758,Ontario,California ,SAN BERNARDINO,06,071,CA 
91761,Ontario,California ,SAN BERNARDINO,06,071,CA 
91763,Montclair,California ,SAN BERNARDINO,06,071,CA 
91764,Ontario,California ,SAN BERNARDINO,06,071,CA 
91765,Diamond Bar,California ,LOS ANGELES,06,037,CA 
91766,Pomona,California ,LOS ANGELES,06,037,CA 
91771,Rosemead,California ,LOS ANGELES,06,037,CA 
91769,Pomona,California ,LOS ANGELES,06,037,CA 
91768,Pomona,California ,LOS ANGELES,06,037,CA 
91767,Pomona,California ,LOS ANGELES,06,037,CA 
91770,Rosemead,California ,LOS ANGELES,06,037,CA 
91773,San Dimas,California ,LOS ANGELES,06,037,CA 
91772,Rosemead,California ,LOS ANGELES,06,037,CA 
91775,San Gabriel,California ,LOS ANGELES,06,037,CA 
91780,Temple City,California ,LOS ANGELES,06,037,CA 
91778,San Gabriel,California ,LOS ANGELES,06,037,CA 
91776,San Gabriel,California ,LOS ANGELES,06,037,CA 
91786,Upland,California ,SAN BERNARDINO,06,071,CA 
91784,Upland,California ,SAN BERNARDINO,06,071,CA 
91785,Upland,California ,SAN BERNARDINO,06,071,CA 
91788,Walnut,California ,LOS ANGELES,06,037,CA 
91790,West Covina,California ,LOS ANGELES,06,037,CA 
91789,Walnut,California ,LOS ANGELES,06,037,CA 
91801,Alhambra,California ,LOS ANGELES,06,037,CA 
91793,West Covina,California ,LOS ANGELES,06,037,CA 
91791,West Covina,California ,LOS ANGELES,06,037,CA 
91792,West Covina,California ,LOS ANGELES,06,037,CA 
91802,Alhambra,California ,LOS ANGELES,06,037,CA 
91803,Alhambra,California ,LOS ANGELES,06,037,CA 
91905,Boulevard,California ,SAN DIEGO,06,073,CA 
91903,Alpine,California ,SAN DIEGO,06,073,CA 
91899,Alhambra,California ,LOS ANGELES,06,037,CA 
91896,Alhambra,California ,LOS ANGELES,06,037,CA 
91901,Alpine,California ,SAN DIEGO,06,073,CA 
91902,Bonita,California ,SAN DIEGO,06,073,CA 
91804,Alhambra,California ,LOS ANGELES,06,037,CA 
91906,Campo,California ,SAN DIEGO,06,073,CA 
91909,Chula Vista,California ,SAN DIEGO,06,073,CA 
91910,Chula Vista,California ,SAN DIEGO,06,073,CA 
91908,Bonita,California ,SAN DIEGO,06,073,CA 
91913,Chula Vista,California ,SAN DIEGO,06,073,CA 
91914,Chula Vista,California ,SAN DIEGO,06,073,CA 
91912,Chula Vista,California ,SAN DIEGO,06,073,CA 
91911,Chula Vista,California ,SAN DIEGO,06,073,CA 
91915,Chula Vista,California ,SAN DIEGO,06,073,CA 
91917,Dulzura,California ,SAN DIEGO,06,073,CA 
91921,Chula Vista,California ,SAN DIEGO,06,073,CA 
91931,Guatay,California ,SAN DIEGO,06,073,CA 
91916,Descanso,California ,SAN DIEGO,06,073,CA 
91935,Jamul,California ,SAN DIEGO,06,073,CA 
91933,Imperial Beach,California ,SAN DIEGO,06,073,CA 
91934,Jacumba,California ,SAN DIEGO,06,073,CA 
91932,Imperial Beach,California ,SAN DIEGO,06,073,CA 
91943,La Mesa,California ,SAN DIEGO,06,073,CA 
91944,La Mesa,California ,SAN DIEGO,06,073,CA 
91945,Lemon Grove,California ,SAN DIEGO,06,073,CA 
91950,National City,California ,SAN DIEGO,06,073,CA 
91946,Lemon Grove,California ,SAN DIEGO,06,073,CA 
91948,Mount Laguna,California ,SAN DIEGO,06,073,CA 
91942,La Mesa,California ,SAN DIEGO,06,073,CA 
91941,La Mesa,California ,SAN DIEGO,06,073,CA 
91951,National City,California ,SAN DIEGO,06,073,CA 
91976,Spring Valley,California ,SAN DIEGO,06,073,CA 
91980,Tecate,California ,SAN DIEGO,06,073,CA 
91978,Spring Valley,California ,SAN DIEGO,06,073,CA 
91963,Potrero,California ,SAN DIEGO,06,073,CA 
91977,Spring Valley,California ,SAN DIEGO,06,073,CA 
91962,Pine Valley,California ,SAN DIEGO,06,073,CA 
91979,Spring Valley,California ,SAN DIEGO,06,073,CA 
91987,Tecate,California ,SAN DIEGO,06,073,CA 
92004,Borrego Springs,California ,SAN DIEGO,06,073,CA 
92009,Carlsbad,California ,SAN DIEGO,06,073,CA 
92003,Bonsall,California ,SAN DIEGO,06,073,CA 
92010,Carlsbad,California ,SAN DIEGO,06,073,CA 
92008,Carlsbad,California ,SAN DIEGO,06,073,CA 
92011,Carlsbad,California ,SAN DIEGO,06,073,CA 
92007,Cardiff By The Sea,California ,SAN DIEGO,06,073,CA 
92013,Carlsbad,California ,SAN DIEGO,06,073,CA 
92019,El Cajon,California ,SAN DIEGO,06,073,CA 
92018,Carlsbad,California ,SAN DIEGO,06,073,CA 
92023,Encinitas,California ,SAN DIEGO,06,073,CA 
92020,El Cajon,California ,SAN DIEGO,06,073,CA 
92022,El Cajon,California ,SAN DIEGO,06,073,CA 
92014,Del Mar,California ,SAN DIEGO,06,073,CA 
92021,El Cajon,California ,SAN DIEGO,06,073,CA 
92024,Encinitas,California ,SAN DIEGO,06,073,CA 
92025,Escondido,California ,SAN DIEGO,06,073,CA 
92026,Escondido,California ,SAN DIEGO,06,073,CA 
92029,Escondido,California ,SAN DIEGO,06,073,CA 
92027,Escondido,California ,SAN DIEGO,06,073,CA 
92028,Fallbrook,California ,SAN DIEGO,06,073,CA 
92030,Escondido,California ,SAN DIEGO,06,073,CA 
92033,Escondido,California ,SAN DIEGO,06,073,CA 
92036,Julian,California ,SAN DIEGO,06,073,CA 
92040,Lakeside,California ,SAN DIEGO,06,073,CA 
92039,La Jolla,California ,SAN DIEGO,06,073,CA 
92046,Escondido,California ,SAN DIEGO,06,073,CA 
92038,La Jolla,California ,SAN DIEGO,06,073,CA 
92051,Oceanside,California ,SAN DIEGO,06,073,CA 
92037,La Jolla,California ,SAN DIEGO,06,073,CA 
92052,Oceanside,California ,SAN DIEGO,06,073,CA 
92049,Oceanside,California ,SAN DIEGO,06,073,CA 
92056,Oceanside,California ,SAN DIEGO,06,073,CA 
92061,Pauma Valley,California ,SAN DIEGO,06,073,CA 
92057,Oceanside,California ,SAN DIEGO,06,073,CA 
92055,Camp Pendleton,California ,SAN DIEGO,06,073,CA 
92058,Oceanside,California ,SAN DIEGO,06,073,CA 
92054,Oceanside,California ,SAN DIEGO,06,073,CA 
92059,Pala,California ,SAN DIEGO,06,073,CA 
92060,Palomar Mountain,California ,SAN DIEGO,06,073,CA 
92065,Ramona,California ,SAN DIEGO,06,073,CA 
92064,Poway,California ,SAN DIEGO,06,073,CA 
92067,Rancho Santa Fe,California ,SAN DIEGO,06,073,CA 
92066,Ranchita,California ,SAN DIEGO,06,073,CA 
92070,Santa Ysabel,California ,SAN DIEGO,06,073,CA 
92068,San Luis Rey,California ,SAN DIEGO,06,073,CA 
92069,San Marcos,California ,SAN DIEGO,06,073,CA 
92071,Santee,California ,SAN DIEGO,06,073,CA 
92072,Santee,California ,SAN DIEGO,06,073,CA 
92078,San Marcos,California ,SAN DIEGO,06,073,CA 
92083,Vista,California ,SAN DIEGO,06,073,CA 
92079,San Marcos,California ,SAN DIEGO,06,073,CA 
92075,Solana Beach,California ,SAN DIEGO,06,073,CA 
92074,Poway,California ,SAN DIEGO,06,073,CA 
92082,Valley Center,California ,SAN DIEGO,06,073,CA 
92081,Vista,California ,SAN DIEGO,06,073,CA 
92085,Vista,California ,SAN DIEGO,06,073,CA 
92086,Warner Springs,California ,SAN DIEGO,06,073,CA 
92091,Rancho Santa Fe,California ,SAN DIEGO,06,073,CA 
92084,Vista,California ,SAN DIEGO,06,073,CA 
92092,La Jolla,California ,SAN DIEGO,06,073,CA 
92093,La Jolla,California ,SAN DIEGO,06,073,CA 
92088,Fallbrook,California ,SAN DIEGO,06,073,CA 
92096,San Marcos,California ,SAN DIEGO,06,073,CA 
92101,San Diego,California ,SAN DIEGO,06,073,CA 
92102,San Diego,California ,SAN DIEGO,06,073,CA 
92103,San Diego,California ,SAN DIEGO,06,073,CA 
92104,San Diego,California ,SAN DIEGO,06,073,CA 
92105,San Diego,California ,SAN DIEGO,06,073,CA 
92106,San Diego,California ,SAN DIEGO,06,073,CA 
92107,San Diego,California ,SAN DIEGO,06,073,CA 
92108,San Diego,California ,SAN DIEGO,06,073,CA 
92109,San Diego,California ,SAN DIEGO,06,073,CA 
92110,San Diego,California ,SAN DIEGO,06,073,CA 
92111,San Diego,California ,SAN DIEGO,06,073,CA 
92112,San Diego,California ,SAN DIEGO,06,073,CA 
92113,San Diego,California ,SAN DIEGO,06,073,CA 
92117,San Diego,California ,SAN DIEGO,06,073,CA 
92115,San Diego,California ,SAN DIEGO,06,073,CA 
92116,San Diego,California ,SAN DIEGO,06,073,CA 
92114,San Diego,California ,SAN DIEGO,06,073,CA 
92118,Coronado,California ,SAN DIEGO,06,073,CA 
92119,San Diego,California ,SAN DIEGO,06,073,CA 
92120,San Diego,California ,SAN DIEGO,06,073,CA 
92122,San Diego,California ,SAN DIEGO,06,073,CA 
92121,San Diego,California ,SAN DIEGO,06,073,CA 
92123,San Diego,California ,SAN DIEGO,06,073,CA 
92124,San Diego,California ,SAN DIEGO,06,073,CA 
92126,San Diego,California ,SAN DIEGO,06,073,CA 
92127,San Diego,California ,SAN DIEGO,06,073,CA 
92128,San Diego,California ,SAN DIEGO,06,073,CA 
92129,San Diego,California ,SAN DIEGO,06,073,CA 
92131,San Diego,California ,SAN DIEGO,06,073,CA 
92132,San Diego,California ,SAN DIEGO,06,073,CA 
92130,San Diego,California ,SAN DIEGO,06,073,CA 
92135,San Diego,California ,SAN DIEGO,06,073,CA 
92134,San Diego,California ,SAN DIEGO,06,073,CA 
92136,San Diego,California ,SAN DIEGO,06,073,CA 
92137,San Diego,California ,SAN DIEGO,06,073,CA 
92138,San Diego,California ,SAN DIEGO,06,073,CA 
92142,San Diego,California ,SAN DIEGO,06,073,CA 
92139,San Diego,California ,SAN DIEGO,06,073,CA 
92140,San Diego,California ,SAN DIEGO,06,073,CA 
92145,San Diego,California ,SAN DIEGO,06,073,CA 
92143,San Ysidro,California ,SAN DIEGO,06,073,CA 
92149,San Diego,California ,SAN DIEGO,06,073,CA 
92147,San Diego,California ,SAN DIEGO,06,073,CA 
92150,San Diego,California ,SAN DIEGO,06,073,CA 
92152,San Diego,California ,SAN DIEGO,06,073,CA 
92153,San Diego,California ,SAN DIEGO,06,073,CA 
92154,San Diego,California ,SAN DIEGO,06,073,CA 
92158,San Diego,California ,SAN DIEGO,06,073,CA 
92159,San Diego,California ,SAN DIEGO,06,073,CA 
92160,San Diego,California ,SAN DIEGO,06,073,CA 
92161,San Diego,California ,SAN DIEGO,06,073,CA 
92163,San Diego,California ,SAN DIEGO,06,073,CA 
92166,San Diego,California ,SAN DIEGO,06,073,CA 
92168,San Diego,California ,SAN DIEGO,06,073,CA 
92155,San Diego,California ,SAN DIEGO,06,073,CA 
92165,San Diego,California ,SAN DIEGO,06,073,CA 
92170,San Diego,California ,SAN DIEGO,06,073,CA 
92167,San Diego,California ,SAN DIEGO,06,073,CA 
92169,San Diego,California ,SAN DIEGO,06,073,CA 
92171,San Diego,California ,SAN DIEGO,06,073,CA 
92172,San Diego,California ,SAN DIEGO,06,073,CA 
92173,San Ysidro,California ,SAN DIEGO,06,073,CA 
92175,San Diego,California ,SAN DIEGO,06,073,CA 
92178,Coronado,California ,SAN DIEGO,06,073,CA 
92174,San Diego,California ,SAN DIEGO,06,073,CA 
92177,San Diego,California ,SAN DIEGO,06,073,CA 
92176,San Diego,California ,SAN DIEGO,06,073,CA 
92179,San Diego,California ,SAN DIEGO,06,073,CA 
92182,San Diego,California ,SAN DIEGO,06,073,CA 
92196,San Diego,California ,SAN DIEGO,06,073,CA 
92187,San Diego,California ,SAN DIEGO,06,073,CA 
92195,San Diego,California ,SAN DIEGO,06,073,CA 
92193,San Diego,California ,SAN DIEGO,06,073,CA 
92191,San Diego,California ,SAN DIEGO,06,073,CA 
92192,San Diego,California ,SAN DIEGO,06,073,CA 
92186,San Diego,California ,SAN DIEGO,06,073,CA 
92198,San Diego,California ,SAN DIEGO,06,073,CA 
92197,San Diego,California ,SAN DIEGO,06,073,CA 
92201,Indio,California ,RIVERSIDE,06,065,CA 
92199,San Diego,California ,SAN DIEGO,06,073,CA 
92203,Indio,California ,RIVERSIDE,06,065,CA 
92210,Indian Wells,California ,RIVERSIDE,06,065,CA 
92211,Palm Desert,California ,RIVERSIDE,06,065,CA 
92202,Indio,California ,RIVERSIDE,06,065,CA 
92220,Banning,California ,RIVERSIDE,06,065,CA 
92226,Blythe,California ,RIVERSIDE,06,065,CA 
92222,Bard,California ,IMPERIAL,06,025,CA 
92225,Blythe,California ,RIVERSIDE,06,065,CA 
92227,Brawley,California ,IMPERIAL,06,025,CA 
92231,Calexico,California ,IMPERIAL,06,025,CA 
92223,Beaumont,California ,RIVERSIDE,06,065,CA 
92230,Cabazon,California ,RIVERSIDE,06,065,CA 
92232,Calexico,California ,IMPERIAL,06,025,CA 
92239,Desert Center,California ,RIVERSIDE,06,065,CA 
92241,Desert Hot Springs,California ,RIVERSIDE,06,065,CA 
92235,Cathedral City,California ,RIVERSIDE,06,065,CA 
92233,Calipatria,California ,IMPERIAL,06,025,CA 
92236,Coachella,California ,RIVERSIDE,06,065,CA 
92234,Cathedral City,California ,RIVERSIDE,06,065,CA 
92240,Desert Hot Springs,California ,RIVERSIDE,06,065,CA 
92242,Earp,California ,SAN BERNARDINO,06,071,CA 
92244,El Centro,California ,IMPERIAL,06,025,CA 
92247,La Quinta,California ,RIVERSIDE,06,065,CA 
92248,La Quinta,California ,RIVERSIDE,06,065,CA 
92243,El Centro,California ,IMPERIAL,06,025,CA 
92250,Holtville,California ,IMPERIAL,06,025,CA 
92249,Heber,California ,IMPERIAL,06,025,CA 
92251,Imperial,California ,IMPERIAL,06,025,CA 
92252,Joshua Tree,California ,SAN BERNARDINO,06,071,CA 
92253,La Quinta,California ,RIVERSIDE,06,065,CA 
92254,Mecca,California ,RIVERSIDE,06,065,CA 
92255,Palm Desert,California ,RIVERSIDE,06,065,CA 
92256,Morongo Valley,California ,SAN BERNARDINO,06,071,CA 
92257,Niland,California ,IMPERIAL,06,025,CA 
92258,North Palm Springs,California ,RIVERSIDE,06,065,CA 
92259,Ocotillo,California ,IMPERIAL,06,025,CA 
92260,Palm Desert,California ,RIVERSIDE,06,065,CA 
92261,Palm Desert,California ,RIVERSIDE,06,065,CA 
92264,Palm Springs,California ,RIVERSIDE,06,065,CA 
92267,Parker Dam,California ,SAN BERNARDINO,06,071,CA 
92266,Palo Verde,California ,IMPERIAL,06,025,CA 
92263,Palm Springs,California ,RIVERSIDE,06,065,CA 
92262,Palm Springs,California ,RIVERSIDE,06,065,CA 
92268,Pioneertown,California ,SAN BERNARDINO,06,071,CA 
92270,Rancho Mirage,California ,RIVERSIDE,06,065,CA 
92273,Seeley,California ,IMPERIAL,06,025,CA 
92276,Thousand Palms,California ,RIVERSIDE,06,065,CA 
92278,Twentynine Palms,California ,SAN BERNARDINO,06,071,CA 
92277,Twentynine Palms,California ,SAN BERNARDINO,06,071,CA 
92274,Thermal,California ,RIVERSIDE,06,065,CA 
92281,Westmorland,California ,IMPERIAL,06,025,CA 
92275,Salton City,California ,IMPERIAL,06,025,CA 
92280,Vidal,California ,SAN BERNARDINO,06,071,CA 
92282,Whitewater,California ,RIVERSIDE,06,065,CA 
92283,Winterhaven,California ,IMPERIAL,06,025,CA 
92285,Landers,California ,SAN BERNARDINO,06,071,CA 
92284,Yucca Valley,California ,SAN BERNARDINO,06,071,CA 
92304,Amboy,California ,SAN BERNARDINO,06,071,CA 
92301,Adelanto,California ,SAN BERNARDINO,06,071,CA 
92305,Angelus Oaks,California ,SAN BERNARDINO,06,071,CA 
92286,Yucca Valley,California ,SAN BERNARDINO,06,071,CA 
92307,Apple Valley,California ,SAN BERNARDINO,06,071,CA 
92308,Apple Valley,California ,SAN BERNARDINO,06,071,CA 
92310,Fort Irwin,California ,SAN BERNARDINO,06,071,CA 
92309,Baker,California ,SAN BERNARDINO,06,071,CA 
92313,Grand Terrace,California ,SAN BERNARDINO,06,071,CA 
92311,Barstow,California ,SAN BERNARDINO,06,071,CA 
92314,Big Bear City,California ,SAN BERNARDINO,06,071,CA 
92315,Big Bear Lake,California ,SAN BERNARDINO,06,071,CA 
92312,Barstow,California ,SAN BERNARDINO,06,071,CA 
92316,Bloomington,California ,SAN BERNARDINO,06,071,CA 
92317,Blue Jay,California ,SAN BERNARDINO,06,071,CA 
92321,Cedar Glen,California ,SAN BERNARDINO,06,071,CA 
92318,Bryn Mawr,California ,SAN BERNARDINO,06,071,CA 
92324,Colton,California ,SAN BERNARDINO,06,071,CA 
92322,Cedarpines Park,California ,SAN BERNARDINO,06,071,CA 
92323,Cima,California ,SAN BERNARDINO,06,071,CA 
92320,Calimesa,California ,RIVERSIDE,06,065,CA 
92325,Crestline,California ,SAN BERNARDINO,06,071,CA 
92327,Daggett,California ,SAN BERNARDINO,06,071,CA 
92329,Phelan,California ,SAN BERNARDINO,06,071,CA 
92334,Fontana,California ,SAN BERNARDINO,06,071,CA 
92332,Essex,California ,SAN BERNARDINO,06,071,CA 
92331,Fontana,California ,SAN BERNARDINO,06,071,CA 
92333,Fawnskin,California ,SAN BERNARDINO,06,071,CA 
92328,Death Valley,California ,INYO,06,027,CA 
92336,Fontana,California ,SAN BERNARDINO,06,071,CA 
92335,Fontana,California ,SAN BERNARDINO,06,071,CA 
92340,Hesperia,California ,SAN BERNARDINO,06,071,CA 
92341,Green Valley Lake,California ,SAN BERNARDINO,06,071,CA 
92339,Forest Falls,California ,SAN BERNARDINO,06,071,CA 
92337,Fontana,California ,SAN BERNARDINO,06,071,CA 
92342,Helendale,California ,SAN BERNARDINO,06,071,CA 
92338,Ludlow,California ,SAN BERNARDINO,06,071,CA 
92344,Hesperia,California ,SAN BERNARDINO,06,071,CA 
92345,Hesperia,California ,SAN BERNARDINO,06,071,CA 
92350,Loma Linda,California ,SAN BERNARDINO,06,071,CA 
92346,Highland,California ,SAN BERNARDINO,06,071,CA 
92357,Loma Linda,California ,SAN BERNARDINO,06,071,CA 
92358,Lytle Creek,California ,SAN BERNARDINO,06,071,CA 
92347,Hinkley,California ,SAN BERNARDINO,06,071,CA 
92356,Lucerne Valley,California ,SAN BERNARDINO,06,071,CA 
92352,Lake Arrowhead,California ,SAN BERNARDINO,06,071,CA 
92354,Loma Linda,California ,SAN BERNARDINO,06,071,CA 
92359,Mentone,California ,SAN BERNARDINO,06,071,CA 
92371,Phelan,California ,SAN BERNARDINO,06,071,CA 
92363,Needles,California ,SAN BERNARDINO,06,071,CA 
92365,Newberry Springs,California ,SAN BERNARDINO,06,071,CA 
92364,Nipton,California ,SAN BERNARDINO,06,071,CA 
92368,Oro Grande,California ,SAN BERNARDINO,06,071,CA 
92369,Patton,California ,SAN BERNARDINO,06,071,CA 
92366,Mountain Pass,California ,SAN BERNARDINO,06,071,CA 
92372,Pinon Hills,California ,SAN BERNARDINO,06,071,CA 
92374,Redlands,California ,SAN BERNARDINO,06,071,CA 
92377,Rialto,California ,SAN BERNARDINO,06,071,CA 
92376,Rialto,California ,SAN BERNARDINO,06,071,CA 
92378,Rimforest,California ,SAN BERNARDINO,06,071,CA 
92373,Redlands,California ,SAN BERNARDINO,06,071,CA 
92375,Redlands,California ,SAN BERNARDINO,06,071,CA 
92384,Shoshone,California ,INYO,06,027,CA 
92382,Running Springs,California ,SAN BERNARDINO,06,071,CA 
92389,Tecopa,California ,INYO,06,027,CA 
92385,Skyforest,California ,SAN BERNARDINO,06,071,CA 
92391,Twin Peaks,California ,SAN BERNARDINO,06,071,CA 
92393,Victorville,California ,SAN BERNARDINO,06,071,CA 
92392,Victorville,California ,SAN BERNARDINO,06,071,CA 
92395,Victorville,California ,SAN BERNARDINO,06,071,CA 
92386,Sugarloaf,California ,SAN BERNARDINO,06,071,CA 
92394,Victorville,California ,SAN BERNARDINO,06,071,CA 
92397,Wrightwood,California ,SAN BERNARDINO,06,071,CA 
92398,Yermo,California ,SAN BERNARDINO,06,071,CA 
92399,Yucaipa,California ,SAN BERNARDINO,06,071,CA 
92402,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92401,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92403,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92405,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92404,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92407,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92406,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92410,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92408,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92413,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92418,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92411,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92415,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92427,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92423,San Bernardino,California ,SAN BERNARDINO,06,071,CA 
92504,Riverside,California ,RIVERSIDE,06,065,CA 
92502,Riverside,California ,RIVERSIDE,06,065,CA 
92506,Riverside,California ,RIVERSIDE,06,065,CA 
92501,Riverside,California ,RIVERSIDE,06,065,CA 
92503,Riverside,California ,RIVERSIDE,06,065,CA 
92505,Riverside,California ,RIVERSIDE,06,065,CA 
92508,Riverside,California ,RIVERSIDE,06,065,CA 
92509,Jurupa Valley,California ,RIVERSIDE,06,065,CA 
92516,Riverside,California ,RIVERSIDE,06,065,CA 
92507,Riverside,California ,RIVERSIDE,06,065,CA 
92513,Riverside,California ,RIVERSIDE,06,065,CA 
92517,Riverside,California ,RIVERSIDE,06,065,CA 
92514,Riverside,California ,RIVERSIDE,06,065,CA 
92518,March Air Reserve Base,California ,RIVERSIDE,06,065,CA 
92519,Riverside,California ,RIVERSIDE,06,065,CA 
92530,Lake Elsinore,California ,RIVERSIDE,06,065,CA 
92521,Riverside,California ,RIVERSIDE,06,065,CA 
92522,Riverside,California ,RIVERSIDE,06,065,CA 
92539,Anza,California ,RIVERSIDE,06,065,CA 
92531,Lake Elsinore,California ,RIVERSIDE,06,065,CA 
92532,Lake Elsinore,California ,RIVERSIDE,06,065,CA 
92536,Aguanga,California ,RIVERSIDE,06,065,CA 
92543,Hemet,California ,RIVERSIDE,06,065,CA 
92544,Hemet,California ,RIVERSIDE,06,065,CA 
92545,Hemet,California ,RIVERSIDE,06,065,CA 
92548,Homeland,California ,RIVERSIDE,06,065,CA 
92551,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92546,Hemet,California ,RIVERSIDE,06,065,CA 
92552,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92549,Idyllwild,California ,RIVERSIDE,06,065,CA 
92553,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92554,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92555,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92561,Mountain Center,California ,RIVERSIDE,06,065,CA 
92557,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92556,Moreno Valley,California ,RIVERSIDE,06,065,CA 
92562,Murrieta,California ,RIVERSIDE,06,065,CA 
92564,Murrieta,California ,RIVERSIDE,06,065,CA 
92563,Murrieta,California ,RIVERSIDE,06,065,CA 
92567,Nuevo,California ,RIVERSIDE,06,065,CA 
92584,Menifee,California ,RIVERSIDE,06,065,CA 
92582,San Jacinto,California ,RIVERSIDE,06,065,CA 
92571,Perris,California ,RIVERSIDE,06,065,CA 
92583,San Jacinto,California ,RIVERSIDE,06,065,CA 
92570,Perris,California ,RIVERSIDE,06,065,CA 
92581,San Jacinto,California ,RIVERSIDE,06,065,CA 
92572,Perris,California ,RIVERSIDE,06,065,CA 
92585,Menifee,California ,RIVERSIDE,06,065,CA 
92587,Menifee,California ,RIVERSIDE,06,065,CA 
92593,Temecula,California ,RIVERSIDE,06,065,CA 
92586,Menifee,California ,RIVERSIDE,06,065,CA 
92591,Temecula,California ,RIVERSIDE,06,065,CA 
92592,Temecula,California ,RIVERSIDE,06,065,CA 
92590,Temecula,California ,RIVERSIDE,06,065,CA 
92589,Temecula,California ,RIVERSIDE,06,065,CA 
92602,Irvine,California ,ORANGE,06,059,CA 
92603,Irvine,California ,ORANGE,06,059,CA 
92599,Perris,California ,RIVERSIDE,06,065,CA 
92596,Winchester,California ,RIVERSIDE,06,065,CA 
92606,Irvine,California ,ORANGE,06,059,CA 
92595,Wildomar,California ,RIVERSIDE,06,065,CA 
92604,Irvine,California ,ORANGE,06,059,CA 
92605,Huntington Beach,California ,ORANGE,06,059,CA 
92609,El Toro,California ,ORANGE,06,059,CA 
92607,Laguna Niguel,California ,ORANGE,06,059,CA 
92615,Huntington Beach,California ,ORANGE,06,059,CA 
92616,Irvine,California ,ORANGE,06,059,CA 
92617,Irvine,California ,ORANGE,06,059,CA 
92610,Foothill Ranch,California ,ORANGE,06,059,CA 
92612,Irvine,California ,ORANGE,06,059,CA 
92614,Irvine,California ,ORANGE,06,059,CA 
92618,Irvine,California ,ORANGE,06,059,CA 
92619,Irvine,California ,ORANGE,06,059,CA 
92624,Capistrano Beach,California ,ORANGE,06,059,CA 
92623,Irvine,California ,ORANGE,06,059,CA 
92626,Costa Mesa,California ,ORANGE,06,059,CA 
92627,Costa Mesa,California ,ORANGE,06,059,CA 
92625,Corona Del Mar,California ,ORANGE,06,059,CA 
92620,Irvine,California ,ORANGE,06,059,CA 
92629,Dana Point,California ,ORANGE,06,059,CA 
92628,Costa Mesa,California ,ORANGE,06,059,CA 
92646,Huntington Beach,California ,ORANGE,06,059,CA 
92647,Huntington Beach,California ,ORANGE,06,059,CA 
92649,Huntington Beach,California ,ORANGE,06,059,CA 
92648,Huntington Beach,California ,ORANGE,06,059,CA 
92630,Lake Forest,California ,ORANGE,06,059,CA 
92637,Laguna Woods,California ,ORANGE,06,059,CA 
92650,East Irvine,California ,ORANGE,06,059,CA 
92651,Laguna Beach,California ,ORANGE,06,059,CA 
92652,Laguna Beach,California ,ORANGE,06,059,CA 
92656,Aliso Viejo,California ,ORANGE,06,059,CA 
92657,Newport Coast,California ,ORANGE,06,059,CA 
92655,Midway City,California ,ORANGE,06,059,CA 
92653,Laguna Hills,California ,ORANGE,06,059,CA 
92654,Laguna Hills,California ,ORANGE,06,059,CA 
92659,Newport Beach,California ,ORANGE,06,059,CA 
92658,Newport Beach,California ,ORANGE,06,059,CA 
92662,Newport Beach,California ,ORANGE,06,059,CA 
92660,Newport Beach,California ,ORANGE,06,059,CA 
92663,Newport Beach,California ,ORANGE,06,059,CA 
